crop_shared_id,crop_label_en,crop_country_count,active_shared_id,active_ingredient_label_en,active_country_count,jurisdiction,crop_local_labels,active_ingredient_local_labels,product_count,registration_use_count,source_record_count,pairing_status
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:39311,Pymetrozine,6,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Pymetrozine,9,18,18,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,SHARED:AI:b22aaed213e313188e85,Acetamiprid,8,JP,カリフラワー,アセタミプリド,6,17,17,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:35014,Thiophanate-methyl,6,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Thiophanate-methyl,17,17,17,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:132300,Cyantraniliprole,6,JP,カリフラワー,シアントラニリプロール,6,16,16,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:82041,Spinetoram,5,JP,カリフラワー,スピネトラム,3,15,15,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:81760,Difenoconazole,8,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Difenoconazole,15,15,15,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,SHARED:AI:7af0c459c2ded95279b6,Cartap hydrochloride,1,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Cartap hydrochloride,3,15,15,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:78780,Pyraclostrobin,8,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Pyraclostrobin,14,15,15,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:81848,dimethomorph,7,CN,花椰菜,烯酰吗啉,13,13,13,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,SHARED:AI:5db0b0f879d3386aa7e9,dimethomoph,1,CN,花椰菜,烯酰吗啉,13,13,13,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:3639,Chlorothalonil,6,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Chlorothalonil,13,13,13,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:81848,Dimethomorph,7,KR,"꽃양배추(브로콜리, 콜리플라워 포함) | 꽃양배추(잎)",Dimethomorph,11,13,13,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:29703,Validamycin A,3,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Validamycin A,13,13,13,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:6700,matrine,2,CN,花椰菜,苦参碱,12,12,12,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:149441,Cyclaniliprole,4,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Cyclaniliprole,3,12,12,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,SHARED:AI:cf5919c24d02a1be694c,Lambda-cyhalothrin,7,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Lambda-cyhalothrin,11,11,11,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:81803,Metaflumizone,5,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Metaflumizone,4,11,11,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:67113,chlorantraniliprole,5,CN,花椰菜 | 花椰菜(保护地),氯虫苯甲酰胺,10,10,10,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,SHARED:AI:7c58312ed02f8080bbb3,Nitenpyram,3,JP,カリフラワー,ニテンピラム,4,10,10,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:39331,Alpha-cypermethrin,5,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Alpha-cypermethrin,5,10,10,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:82041,Spinetoram,5,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Spinetoram,2,10,10,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:38692,Fosthiazate,5,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Fosthiazate,9,9,9,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:38812,Phoxim,2,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Phoxim,3,9,9,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:39370,Chlorfluazuron,5,KR,"꽃양배추 | 꽃양배추(브로콜리, 콜리플라워 포함) | 꽃양배추(잎)",Chlorfluazuron,4,8,8,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:39382,Flufenoxuron,4,KR,"꽃양배추(브로콜리, 콜리플라워 포함) | 꽃양배추(잎)",Flufenoxuron,2,8,8,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:39385,Novaluron,6,KR,"꽃양배추(브로콜리, 콜리플라워 포함)",Novaluron,2,8,8,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:81843,Fluazinam,7,JP,カリフラワー,フルアジナム,5,7,7,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:34520,Acephate,6,JP,カリフラワー,アセフェート,7,7,7,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:34757,Fenitrothion,5,KR,꽃양배추,Fenitrothion,7,7,7,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:38449,Methoxyfenozide,6,KR,"꽃양배추 | 꽃양배추(브로콜리, 콜리플라워 포함) | 꽃양배추(잎)",Methoxyfenozide,2,7,7,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:81846,Amisulbrom,4,KR,"꽃양배추(브로콜리, 콜리플라워 포함) | 꽃양배추(잎)",Amisulbrom,4,7,7,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:82033,propamocarb,1,CN,花椰菜,霜霉威,6,6,6,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:81735,propamocarb hydrochloride,5,CN,花椰菜,霜霉威盐酸盐,6,6,6,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,SHARED:AI:8130a6032f37f71e9ddb,abamectin-aminomethyl,1,CN,花椰菜,甲氨基阿维菌素,6,6,6,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:75212,Dazomet,6,JP,カリフラワー,ダゾメット,2,6,6,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:3639,Chlorothalonil,6,JP,カリフラワー,TPN,6,6,6,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,SHARED:AI:d9722c7574f3c4f8a04c,Flometoquin,2,JP,カリフラワー,フロメトキン,2,6,6,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_1394,cauliflowers,4,CHEBI:38798,Flubendiamide,5,JP,カリフラワー,フルベンジアミド,2,6,6,official_pair_asserted
