target_shared_id,target_label_en,target_country_count,jurisdiction,product_id,product_name,target_local_labels,registration_use_count,source_record_count,pairing_status
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:eeaed73bce92d4488a45ae52,吡唑酯•精甲霜•甲维,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:c32319c40fc42d8af44b399b,吡唑醚菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:acaabd44b2314638f108c9fa,吡唑醚菌酯·丙硫菌唑,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:b7dc7ae02b17e71ff7aae389,吡唑醚菌酯·噻虫胺,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:cf55c65efc810b77c1385752,吡虫·咯·苯甲,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:781e896e140e731db62e3673,吡虫啉·高氟氯·咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:eebcfb6f67a4bd9b969190ec,吡虫啉•氟唑菌•戊唑醇,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:ea7dd9cb18517a0b21d30da5,吡醚·咯·噻虫,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:2883451ce131eba9ae2693a6,吡醚·咯·噻虫,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:d5efaca5ff21f92f554ab942,吡醚·咯·噻虫,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:f7342ad58cb97712e9e5dd4a,呋虫胺·嘧菌酯·种菌唑,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:0c6668bc0c6f6f599fdb4374,咯菌.嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:06c42853b44dad092292a2ae,咯菌·嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:f7501ac1325bf00f7914af40,咯菌·嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:3e289355e6fee3329b24419d,咯菌·嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:d7945315571e91f50cd8c7b6,咯菌·嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:1ba15b63a487b741f5e4cfe7,咯菌·嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:12b3107b31ed8e27b05b2c28,咯菌·嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:75ce55026d6a70e8a601cd3f,咯菌·嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:8b55a6971379ce00e5820096,咯菌·嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:a5860a5a91e97267635f49a9,咯菌·嘧菌酯,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:f9ed89d63603fb126bba8f10,咯菌·噻虫胺,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:69bf61465f518722025db7ab,咯菌·噻虫胺,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:121d2c177b7c520330f29430,咯菌·噻虫胺,根腐病,3,3,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:48aa857118018c22fe231450,咯菌·噻虫胺,根腐病,2,2,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:ef55619f2fecb120e01aab7f,咯菌·噻虫胺,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:c6749f635fb3dab365736435,咯菌·噻虫胺,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:854efd5e409d6f734cab3aca,咯菌·噻虫胺,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:6b578b4ec8894aae5f9d73a2,咯菌·噻霉酮,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:cfbb03a2fd49864795d69926,咯菌·精甲霜,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:3ad0df46228dd4fe074dad57,咯菌·精甲霜,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:6021555ea5045219974feb41,咯菌·精甲霜,根腐病,2,2,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:f0570e0504716593882b4cd6,咯菌·精甲霜,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:129810443d488a2dd56a48f8,咯菌·精甲霜,根腐病,2,2,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:098f5427324227586a35c1e7,咯菌·精甲霜,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:7040e455fc1dd7b06db91096,咯菌•精甲霜,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:fc0b5f17d251f1fde47f483d,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:90745d519953282d842bbf06,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:d0f9088eab1e32e554913997,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:149d4af6b1fa3b70ab190e26,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:16fc4b2d1e95ae70e584aeb6,咯菌腈,根腐病,2,2,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:740e45f132386ac088656365,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:be96173974820dc22afb9de3,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:3ac2c97df64cbb1ed95b9159,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:b6ca8022a115fb3695424b0a,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:ad8e53aed039a764fdcb5b38,咯菌腈,根腐病,3,3,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:acf5ea1e8f6ecb63a796c429,咯菌腈,根腐病,2,2,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:2946e16acd144d70fde80c2f,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:38edb784b83d2762f749968b,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:cb5496803d5f7e2daeaf4ef7,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:caa73250fb862fece8693960,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:424eca9b573ea5373953bde9,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:e41d9b979f5fe1b1c9442bd1,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:82e8c355cdf68fe69dfa9bda,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:2b13166c58b4ca8860cfade7,咯菌腈,根腐病,2,2,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:152172ad283e385bb51fa0fe,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:577833503b87f6a45ae352c8,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:3fd0a76dd0a11e8221316dd0,咯菌腈,根腐病,1,1,official_pair_asserted
http://aims.fao.org/aos/agrovoc/c_16033,root rots,4,CN,CN:PRODUCT:6233e58d9e32deb14b06d76d,咯菌腈,根腐病,1,1,official_pair_asserted
